open,close,high,low,value,volume,begin,end
1.1601,1.1754,1.1754,1.1601,41883329.6,35781000,2011-11-17 10:00:00,2011-11-17 10:59:59
1.1755,1.1635,1.18,1.161,53897224.0,45961000,2011-11-17 11:00:00,2011-11-17 11:59:59
1.1635,1.1506,1.166,1.1449,93459176.9,81023000,2011-11-17 12:00:00,2011-11-17 12:59:59
1.1506,1.1464,1.158,1.142,45387797.1,39473000,2011-11-17 13:00:00,2011-11-17 13:59:59
1.1464,1.144,1.1475,1.1375,73316533.9,64251000,2011-11-17 14:00:00,2011-11-17 14:59:59
1.144,1.144,1.1504,1.139,51977912.8,45365000,2011-11-17 15:00:00,2011-11-17 15:59:16
1.1431,1.1488,1.1488,1.1354,50376749.0,44186000,2011-11-17 16:00:00,2011-11-17 16:59:59
1.1487,1.1578,1.158,1.1432,41085603.1,35642000,2011-11-17 17:00:00,2011-11-17 17:59:59
1.158,1.1562,1.1647,1.1534,49726673.1,42866000,2011-11-17 18:00:00,2011-11-17 18:59:59
1.1333,1.1348,1.143,1.1301,82109626.3,72316000,2011-11-18 10:00:00,2011-11-18 10:59:59
1.135,1.1385,1.144,1.135,47243721.4,41439000,2011-11-18 11:00:00,2011-11-18 11:59:59
1.1397,1.1471,1.1495,1.137,34369703.6,30092000,2011-11-18 12:00:00,2011-11-18 12:59:59
1.1471,1.1553,1.16,1.1456,54071934.5,46810000,2011-11-18 13:00:00,2011-11-18 13:59:59
1.1563,1.1494,1.1593,1.1435,15786991.5,13710000,2011-11-18 14:00:00,2011-11-18 14:59:59
1.1492,1.1534,1.1544,1.1466,15948787.8,13850000,2011-11-18 15:00:00,2011-11-18 15:59:59
1.1534,1.157,1.16,1.1512,27394525.3,23669000,2011-11-18 16:00:00,2011-11-18 16:59:59
1.157,1.157,1.1599,1.1543,30679875.4,26508000,2011-11-18 17:00:00,2011-11-18 17:59:59
1.1566,1.1502,1.16,1.15,36609757.7,31672000,2011-11-18 18:00:00,2011-11-18 18:59:59
1.146,1.1355,1.1464,1.1285,48814684.3,42964000,2011-11-21 10:00:00,2011-11-21 10:59:59
1.1355,1.1316,1.1393,1.128,78955701.6,69800000,2011-11-21 11:00:00,2011-11-21 11:59:59
1.1314,1.124,1.1342,1.1202,110623666.2,98271000,2011-11-21 12:00:00,2011-11-21 12:59:59
1.1239,1.1176,1.1259,1.11,67545853.8,60379000,2011-11-21 13:00:00,2011-11-21 13:59:59
1.1169,1.1228,1.1258,1.1146,44881675.2,40040000,2011-11-21 14:00:00,2011-11-21 14:59:59
1.1229,1.121,1.1245,1.1188,48327078.9,43097000,2011-11-21 15:00:00,2011-11-21 15:59:59
1.122,1.126,1.133,1.12,43322022.6,38481000,2011-11-21 16:00:00,2011-11-21 16:59:59
1.1259,1.1318,1.132,1.1211,41691452.8,36957000,2011-11-21 17:00:00,2011-11-21 17:59:59
1.1319,1.1047,1.132,1.1,93030365.9,83685000,2011-11-21 18:00:00,2011-11-21 18:59:59
1.1095,1.12,1.1205,1.106,47251718.6,42347000,2011-11-22 10:00:00,2011-11-22 10:59:59
1.1205,1.1297,1.1298,1.1176,50552353.0,45072000,2011-11-22 11:00:00,2011-11-22 11:59:59
1.1277,1.1274,1.135,1.1258,61630425.6,54486000,2011-11-22 12:00:00,2011-11-22 12:59:59
1.1274,1.1186,1.1275,1.1182,24047855.6,21398000,2011-11-22 13:00:00,2011-11-22 13:59:59
1.1186,1.1321,1.1344,1.1186,29523047.9,26177000,2011-11-22 14:00:00,2011-11-22 14:59:59
1.1321,1.1265,1.1341,1.1251,26718347.8,23655000,2011-11-22 15:00:00,2011-11-22 15:59:16
1.1255,1.1241,1.127,1.1228,23751362.1,21117000,2011-11-22 16:00:00,2011-11-22 16:59:59
1.124,1.1197,1.1247,1.1146,85971089.0,76709000,2011-11-22 17:00:00,2011-11-22 17:59:59
1.1197,1.128,1.1332,1.1166,26439846.2,23517000,2011-11-22 18:00:00,2011-11-22 18:59:59
1.1149,1.1139,1.1197,1.1061,50278838.3,45192000,2011-11-23 10:00:00,2011-11-23 10:59:59
1.1139,1.1132,1.1226,1.1107,35845828.2,32100000,2011-11-23 11:00:00,2011-11-23 11:59:59
1.1134,1.1468,1.15,1.1125,114744163.4,100796000,2011-11-23 12:00:00,2011-11-23 12:59:59
1.146,1.15,1.165,1.1391,110890087.0,96243000,2011-11-23 13:00:00,2011-11-23 13:59:59
1.1509,1.1485,1.1527,1.1351,66628932.1,58212000,2011-11-23 14:00:00,2011-11-23 14:59:59
1.1474,1.14,1.1488,1.1379,47310692.8,41332000,2011-11-23 15:00:00,2011-11-23 15:59:59
1.1416,1.1385,1.145,1.1378,20581128.3,18048000,2011-11-23 16:00:00,2011-11-23 16:59:59
1.1386,1.141,1.1547,1.1378,50920053.9,44440000,2011-11-23 17:00:00,2011-11-23 17:59:59
1.141,1.1401,1.1514,1.14,37257474.3,32488000,2011-11-23 18:00:00,2011-11-23 18:59:59
1.131,1.1527,1.164,1.131,69600965.8,60492000,2011-11-24 10:00:00,2011-11-24 10:59:59
1.152,1.1492,1.1535,1.1454,17932788.3,15575000,2011-11-24 11:00:00,2011-11-24 11:59:59
1.1492,1.137,1.153,1.1357,42277553.9,36953000,2011-11-24 12:00:00,2011-11-24 12:59:59
1.137,1.1409,1.1448,1.1367,36388702.1,31878000,2011-11-24 13:00:00,2011-11-24 13:59:59
1.1409,1.1254,1.143,1.123,37035852.9,32699000,2011-11-24 14:00:00,2011-11-24 14:59:59
1.1254,1.133,1.1365,1.1229,31529164.7,27855000,2011-11-24 15:00:00,2011-11-24 15:59:59
1.133,1.1308,1.1358,1.1299,15245416.8,13467000,2011-11-24 16:00:00,2011-11-24 16:59:15
1.1302,1.1314,1.1345,1.129,19128821.9,16913000,2011-11-24 17:00:00,2011-11-24 17:59:59
1.1315,1.131,1.1346,1.1291,18286067.5,16172000,2011-11-24 18:00:00,2011-11-24 18:59:59
1.13,1.1358,1.1409,1.1211,44485075.9,39404000,2011-11-25 10:00:00,2011-11-25 10:59:59
1.1358,1.1356,1.141,1.133,15410987.2,13546000,2011-11-25 11:00:00,2011-11-25 11:59:16
1.1345,1.114,1.1366,1.112,52920767.7,47191000,2011-11-25 12:00:00,2011-11-25 12:59:59
1.1135,1.1185,1.129,1.1051,103497742.7,93090000,2011-11-25 13:00:00,2011-11-25 13:59:59
1.1167,1.115,1.121,1.1135,57723679.5,51747000,2011-11-25 14:00:00,2011-11-25 14:59:59
1.115,1.1175,1.122,1.1149,22314806.0,19981000,2011-11-25 15:00:00,2011-11-25 15:59:59
1.1177,1.1168,1.123,1.1168,17126281.6,15295000,2011-11-25 16:00:00,2011-11-25 16:59:59
1.117,1.1251,1.1265,1.1133,34042879.0,30444000,2011-11-25 17:00:00,2011-11-25 17:59:59
1.1255,1.1332,1.1342,1.1206,59117999.5,52497000,2011-11-25 18:00:00,2011-11-25 18:59:59
1.1511,1.1428,1.153,1.1395,39608994.0,34570000,2011-11-28 10:00:00,2011-11-28 10:59:59
1.1436,1.149,1.1497,1.1405,25987074.5,22681000,2011-11-28 11:00:00,2011-11-28 11:59:59
1.1489,1.1665,1.1698,1.1484,163256506.5,140907000,2011-11-28 12:00:00,2011-11-28 12:59:59
1.1663,1.1641,1.17,1.1628,73885508.8,63263000,2011-11-28 13:00:00,2011-11-28 13:59:59
1.1643,1.1539,1.168,1.151,46702492.5,40327000,2011-11-28 14:00:00,2011-11-28 14:59:59
1.1558,1.1579,1.1587,1.1517,27165204.2,23510000,2011-11-28 15:00:00,2011-11-28 15:59:59
1.1579,1.168,1.1695,1.1505,72703440.3,62710000,2011-11-28 16:00:00,2011-11-28 16:59:59
1.168,1.1752,1.177,1.1636,97515432.4,83234000,2011-11-28 17:00:00,2011-11-28 17:59:59
1.1756,1.174,1.1759,1.1717,98177761.5,83640000,2011-11-28 18:00:00,2011-11-28 18:59:59
1.18,1.1699,1.1839,1.165,78535984.8,66988000,2011-11-29 10:00:00,2011-11-29 10:59:59
1.1699,1.1592,1.1709,1.1575,46551005.8,40049000,2011-11-29 11:00:00,2011-11-29 11:59:59
1.1588,1.1589,1.1649,1.1556,70582441.9,60815000,2011-11-29 12:00:00,2011-11-29 12:59:59
1.159,1.162,1.162,1.1575,31638882.4,27262000,2011-11-29 13:00:00,2011-11-29 13:59:59
1.1619,1.1647,1.1739,1.1612,78744856.8,67535000,2011-11-29 14:00:00,2011-11-29 14:59:15
1.1659,1.1677,1.1695,1.1654,17184030.0,14716000,2011-11-29 15:00:00,2011-11-29 15:59:59
1.1685,1.1575,1.1695,1.1574,51403174.1,44281000,2011-11-29 16:00:00,2011-11-29 16:59:59
1.1575,1.16,1.162,1.153,70219879.2,60684000,2011-11-29 17:00:00,2011-11-29 17:59:59
1.16,1.1532,1.16,1.1532,70807137.7,61197000,2011-11-29 18:00:00,2011-11-29 18:59:59
1.152,1.1562,1.162,1.1411,69572572.4,60189000,2011-11-30 10:00:00,2011-11-30 10:59:59
1.1561,1.1543,1.1598,1.1463,44412932.4,38513000,2011-11-30 11:00:00,2011-11-30 11:59:59
1.1543,1.162,1.162,1.1516,66125798.4,56997000,2011-11-30 12:00:00,2011-11-30 12:59:59
1.162,1.1564,1.1643,1.1564,49389453.4,42505000,2011-11-30 13:00:00,2011-11-30 13:59:59
1.1564,1.158,1.1645,1.1551,20258846.3,17455000,2011-11-30 14:00:00,2011-11-30 14:59:59
1.1575,1.1669,1.1684,1.1561,85475086.3999999,73358000,2011-11-30 15:00:00,2011-11-30 15:59:59
1.1669,1.1725,1.1725,1.1619,61687513.7,52852000,2011-11-30 16:00:00,2011-11-30 16:59:59
1.1725,1.187,1.1929,1.1725,227548016.3,191831000,2011-11-30 17:00:00,2011-11-30 17:59:59
1.187,1.1992,1.2,1.185,216492343.8,181288000,2011-11-30 18:00:00,2011-11-30 18:59:59
1.2216,1.2124,1.225,1.2035,143582381.3,118221000,2011-12-01 10:00:00,2011-12-01 10:59:59
1.2121,1.208,1.223,1.205,131545457.7,108372000,2011-12-01 11:00:00,2011-12-01 11:59:59
1.207,1.2065,1.2102,1.198,91928552.6,76406000,2011-12-01 12:00:00,2011-12-01 12:59:59
