open,close,high,low,value,volume,begin,end
44.364,44.1,45.001,44.01,15847147.600000001,355200,2014-06-09 10:00:00,2014-06-09 10:59:59
44.1,44.441,44.498,43.751,14636476.2,330900,2014-06-09 11:00:00,2014-06-09 11:59:59
44.421,44.432,44.5,44.068,36012557.29999999,809900,2014-06-09 12:00:00,2014-06-09 12:59:01
44.357,44.406,44.439,44.29,8347259.3,188200,2014-06-09 13:00:00,2014-06-09 13:59:59
44.435,44.414,44.5,44.26,24519823.0,551600,2014-06-09 14:00:00,2014-06-09 14:57:06
44.414,44.412,44.479,44.21,10079110.299999999,226900,2014-06-09 15:00:00,2014-06-09 15:59:59
44.412,44.4,44.45,44.3,13054999.5,294000,2014-06-09 16:00:00,2014-06-09 16:55:16
44.397,44.487,44.5,44.387,20154104.400000006,453200,2014-06-09 17:00:00,2014-06-09 17:59:59
44.487,44.444,44.499,44.395,10744392.599999998,241600,2014-06-09 18:00:00,2014-06-09 18:59:59
44.44,44.202,44.81,44.117,4037769.299999999,91100,2014-06-10 10:00:00,2014-06-10 10:56:11
44.13,44.599,44.6,44.13,79788139.8,1798600,2014-06-10 11:00:00,2014-06-10 11:59:59
44.553,44.698,44.698,44.408,32860026.700000007,737800,2014-06-10 12:00:00,2014-06-10 12:59:59
44.699,44.799,44.85,44.695,24863993.6,555200,2014-06-10 13:00:00,2014-06-10 13:59:01
44.799,45.2,45.2,44.799,66402898.9,1476900,2014-06-10 14:00:00,2014-06-10 14:59:59
45.2,45.349,45.48,44.98,85437658.30000001,1893700,2014-06-10 15:00:00,2014-06-10 15:59:59
45.349,45.395,45.596,45.306,30476129.700000003,671000,2014-06-10 16:00:00,2014-06-10 16:59:59
45.42,45.5,45.5,45.31,25725068.599999998,566100,2014-06-10 17:00:00,2014-06-10 17:59:59
45.5,45.499,45.58,45.478,72903154.49999999,1602000,2014-06-10 18:00:00,2014-06-10 18:59:59
45.49,45.25,45.749,45.052,8500763.700000001,187400,2014-06-11 10:00:00,2014-06-11 10:59:11
45.29,45.295,45.369,45.219,7396486.799999999,163300,2014-06-11 11:00:00,2014-06-11 11:27:05
45.294,45.389,45.487,45.282,34482785.800000004,760400,2014-06-11 12:00:00,2014-06-11 12:59:59
45.39,45.329,45.542,45.292,69793001.8,1537200,2014-06-11 13:00:00,2014-06-11 13:59:59
45.33,45.3,45.397,45.272,20541208.2,453000,2014-06-11 14:00:00,2014-06-11 14:59:59
45.3,44.86,45.302,44.7,9070214.9,201500,2014-06-11 15:00:00,2014-06-11 15:59:59
44.86,44.952,45.1,44.851,9162523.399999997,203400,2014-06-11 16:00:00,2014-06-11 16:59:59
44.998,45.073,45.248,44.95,11893262.0,263800,2014-06-11 17:00:00,2014-06-11 17:59:59
45.042,45.249,45.295,44.85,22464012.900000002,497700,2014-06-11 18:00:00,2014-06-11 18:59:59
45.224,45.151,45.231,44.514,25715571.4,572100,2014-06-16 10:00:00,2014-06-16 10:59:59
45.151,45.35,45.741,45.121,27980607.300000012,616900,2014-06-16 11:00:00,2014-06-16 11:59:59
45.35,45.28,45.35,45.172,15382504.199999997,339900,2014-06-16 12:00:00,2014-06-16 12:59:59
45.28,45.39,45.39,45.227,47415330.5,1046100,2014-06-16 13:00:00,2014-06-16 13:59:59
45.39,45.762,45.897,45.352,82612925.3,1809100,2014-06-16 14:00:00,2014-06-16 14:59:59
45.762,46.091,46.37,45.628,470245681.49999994,10213400,2014-06-16 15:00:00,2014-06-16 15:59:59
46.091,45.98,46.094,45.742,30859082.400000002,671700,2014-06-16 16:00:00,2014-06-16 16:59:59
45.98,45.99,45.99,45.843,33873108.9,736800,2014-06-16 17:00:00,2014-06-16 17:59:59
45.984,45.999,46.027,45.847,83236832.3,1812000,2014-06-16 18:00:00,2014-06-16 18:59:59
46.3,45.949,46.467,45.724,13066410.300000003,283800,2014-06-17 10:00:00,2014-06-17 10:59:59
45.949,46.027,46.24,45.802,42121085.199999996,915200,2014-06-17 11:00:00,2014-06-17 11:59:59
46.004,46.0,46.1,45.906,20903050.099999998,454300,2014-06-17 12:00:00,2014-06-17 12:59:59
46.0,45.966,46.057,45.9,17291996.700000003,376200,2014-06-17 13:00:00,2014-06-17 13:59:59
45.966,45.751,46.0,45.701,62597181.400000006,1365500,2014-06-17 14:00:00,2014-06-17 14:59:59
45.752,45.829,45.837,45.7,47104913.400000006,1027900,2014-06-17 15:00:00,2014-06-17 15:59:59
45.829,45.848,46.096,45.805,28223908.2,615000,2014-06-17 16:00:00,2014-06-17 16:59:59
45.88,45.919,45.959,45.839,10206293.600000001,222300,2014-06-17 17:00:00,2014-06-17 17:59:59
45.919,45.925,45.959,45.9,3884759.9000000004,84600,2014-06-17 18:00:00,2014-06-17 18:59:59
45.823,46.3,46.543,45.823,5748356.5,123800,2014-06-18 10:00:00,2014-06-18 10:59:59
46.299,46.389,46.465,46.075,22019743.4,475800,2014-06-18 11:00:00,2014-06-18 11:59:59
46.389,46.404,46.538,46.212,51303071.599999994,1105900,2014-06-18 12:00:00,2014-06-18 12:59:59
46.404,46.5,46.534,46.404,17284081.400000006,371700,2014-06-18 13:00:00,2014-06-18 13:59:59
46.5,46.5,46.55,46.5,31815194.400000002,684100,2014-06-18 14:00:00,2014-06-18 14:59:59
46.5,46.5,46.626,46.5,28190908.6,605800,2014-06-18 15:00:00,2014-06-18 15:59:59
46.5,46.617,46.632,46.495,18186828.799999997,390700,2014-06-18 16:00:00,2014-06-18 16:59:59
46.618,46.564,46.677,46.403,40744827.8,874600,2014-06-18 17:00:00,2014-06-18 17:59:59
46.585,46.599,46.647,46.41,65591680.90000001,1408200,2014-06-18 18:00:00,2014-06-18 18:59:59
46.683,46.882,47.049,46.683,13474189.6,287100,2014-06-19 10:00:00,2014-06-19 10:56:36
46.896,46.511,46.941,46.42,10779101.799999999,231100,2014-06-19 11:00:00,2014-06-19 11:59:59
46.512,46.502,46.711,46.5,6616295.000000001,142000,2014-06-19 12:00:00,2014-06-19 12:59:59
46.501,46.686,46.752,46.401,10054914.399999997,216200,2014-06-19 13:00:00,2014-06-19 13:59:59
46.6,46.62,46.653,46.593,172483.4,3700,2014-06-19 14:00:00,2014-06-19 14:53:26
46.639,46.533,46.79,46.397,10196251.500000004,219100,2014-06-19 15:00:00,2014-06-19 15:59:06
46.477,46.788,46.788,46.453,8201701.200000001,176000,2014-06-19 16:00:00,2014-06-19 16:58:11
46.789,46.5,46.8,46.5,14652343.7,314300,2014-06-19 17:00:00,2014-06-19 17:59:59
46.549,46.409,46.749,46.113,27502588.1,591600,2014-06-19 18:00:00,2014-06-19 18:41:51
46.743,46.33,46.763,46.15,9936677.999999998,214500,2014-06-20 10:00:00,2014-06-20 10:59:59
46.251,46.313,46.381,46.25,30951072.49999999,668300,2014-06-20 11:00:00,2014-06-20 11:59:59
46.313,46.299,46.329,46.221,28352553.700000007,612600,2014-06-20 12:00:00,2014-06-20 12:59:59
46.299,46.272,46.299,46.233,23489474.099999998,507600,2014-06-20 13:00:00,2014-06-20 13:59:59
46.271,46.287,46.3,46.235,14674609.399999997,317100,2014-06-20 14:00:00,2014-06-20 14:59:59
46.287,46.2,46.297,46.2,6049456.199999998,130800,2014-06-20 15:00:00,2014-06-20 15:59:59
46.189,45.9,46.2,45.9,24624220.400000002,535900,2014-06-20 16:00:00,2014-06-20 16:59:01
45.9,45.954,45.992,45.809,37434608.69999999,815500,2014-06-20 17:00:00,2014-06-20 17:59:59
45.923,45.9,46.036,45.26,22977332.4,502700,2014-06-20 18:00:00,2014-06-20 18:59:59
46.091,46.683,46.982,46.091,5085539.600000001,108700,2014-06-23 10:00:00,2014-06-23 10:59:59
46.623,45.617,46.623,45.4,13852152.899999999,302000,2014-06-23 11:00:00,2014-06-23 11:59:59
45.625,45.221,45.686,45.211,53855193.599999994,1187500,2014-06-23 12:00:00,2014-06-23 12:59:59
45.221,45.233,45.412,45.103,48165004.800000004,1064900,2014-06-23 13:00:00,2014-06-23 13:59:59
45.247,45.187,45.374,45.03,21384844.999999993,473500,2014-06-23 14:00:00,2014-06-23 14:59:20
45.193,45.468,45.499,45.154,14356007.200000001,316700,2014-06-23 15:00:00,2014-06-23 15:59:06
45.476,45.47,45.636,45.4,27984077.5,614500,2014-06-23 16:00:00,2014-06-23 16:59:59
45.448,45.2,45.476,45.124,10555267.5,233000,2014-06-23 17:00:00,2014-06-23 17:59:59
45.2,45.41,45.446,45.17,39018599.0,860400,2014-06-23 18:00:00,2014-06-23 18:41:02
45.582,46.0,46.15,45.346,15616390.600000003,339800,2014-06-24 10:00:00,2014-06-24 10:59:59
45.942,46.002,46.141,45.756,58326240.4,1268900,2014-06-24 11:00:00,2014-06-24 11:59:59
46.014,45.55,46.05,45.333,21158094.700000007,460800,2014-06-24 12:00:00,2014-06-24 12:59:59
45.55,45.4,45.661,45.261,3572394.9999999995,78600,2014-06-24 13:00:00,2014-06-24 13:59:59
45.448,45.887,45.97,45.399,33678324.800000004,736700,2014-06-24 14:00:00,2014-06-24 14:59:59
45.867,45.817,46.1,45.759,39487081.49999999,858800,2014-06-24 15:00:00,2014-06-24 15:59:59
